,Course Subject,Course Number,Course Name,Topic,URI
6308,ITAL,490,Honours Essay Tutorial,Italian,http://dbpedia.org/resource/Italian_language
6309,ITAL,241,Intermediate Italian I,Italian,http://dbpedia.org/resource/Italian_language
6310,ITAL,241,Intermediate Italian I,Italian grammar,http://dbpedia.org/resource/Italian_grammar
6311,ITAL,242,Intermediate Italian II,Italian,http://dbpedia.org/resource/Italian_language
6312,ITAL,242,Intermediate Italian II,grammar,http://dbpedia.org/resource/Grammar
6313,ITAL,240,Intermediate Italian: Intensive Course,Italian,http://dbpedia.org/resource/Italian_language
6314,ITAL,240,Intermediate Italian: Intensive Course,Italian grammar,http://dbpedia.org/resource/Italian_grammar
6315,ITAL,303,Introduction to Academic Writing in Italian,narratology,http://dbpedia.org/resource/Narratology
6316,ITAL,303,Introduction to Academic Writing in Italian,rhetoric,http://dbpedia.org/resource/Rhetoric
6317,ITAL,303,Introduction to Academic Writing in Italian,discourse analysis,http://dbpedia.org/resource/Discourse_analysis
6318,ITAL,303,Introduction to Academic Writing in Italian,critical thinking,http://dbpedia.org/resource/Critical_thinking
6319,ITAL,306,Introduction to Translation,Italian,http://dbpedia.org/resource/Italian_language
6320,ITAL,306,Introduction to Translation,English grammar,http://dbpedia.org/resource/Grammar
6321,ITAL,306,Introduction to Translation,semantic,http://dbpedia.org/resource/Semantics
6322,ITAL,306,Introduction to Translation,Italian language,http://dbpedia.org/resource/Italian_language
6323,ITAL,306,Introduction to Translation,English,http://dbpedia.org/resource/English_language
6324,ITAL,201,Introductory Italian I,Italian,http://dbpedia.org/resource/Italian_language
6325,ITAL,202,Introductory Italian II,Italian,http://dbpedia.org/resource/Italian_language
6326,ITAL,202,Introductory Italian II,Italian grammar,http://dbpedia.org/resource/Italian_grammar
6327,ITAL,200,Introductory Italian: Intensive Course,Italian,http://dbpedia.org/resource/Italian_language
6328,ITAL,200,Introductory Italian: Intensive Course,Italian language,http://dbpedia.org/resource/Italian_language
6329,ITAL,200,Introductory Italian: Intensive Course,grammar,http://dbpedia.org/resource/Grammar
6330,ITAL,365,Italian Civilization: Italy from Dante to Today,Italian,http://dbpedia.org/resource/Italian_language
6331,ITAL,365,Italian Civilization: Italy from Dante to Today,Italy,http://dbpedia.org/resource/Italy
6332,ITAL,365,Italian Civilization: Italy from Dante to Today,Dante,http://dbpedia.org/resource/Dante_Alighieri
6333,ITAL,365,Italian Civilization: Italy from Dante to Today,Italian culture,http://dbpedia.org/resource/Culture_of_Italy
6334,ITAL,365,Italian Civilization: Italy from Dante to Today,cultural evolution,http://dbpedia.org/resource/Cultural_evolution
6335,ITAL,365,Italian Civilization: Italy from Dante to Today,Middle Ages,http://dbpedia.org/resource/Middle_Ages
6336,ITAL,308,Italian for Business,Italian,http://dbpedia.org/resource/Italian_language
6337,ITAL,308,Italian for Business,advanced level,http://dbpedia.org/resource/GCE_Advanced_Level
6338,ITAL,210,Italian for Heritage Speakers I,Italian,http://dbpedia.org/resource/Italian_language
6339,ITAL,210,Italian for Heritage Speakers I,Italian language,http://dbpedia.org/resource/Italian_language
6340,ITAL,210,Italian for Heritage Speakers I,heritage,http://dbpedia.org/resource/Cultural_heritage
6341,ITAL,210,Italian for Heritage Speakers I,grammar,http://dbpedia.org/resource/Grammar
6342,ITAL,210,Italian for Heritage Speakers I,expression,http://dbpedia.org/resource/Idiom
6343,ITAL,211,Italian for Heritage Speakers II,Italian,http://dbpedia.org/resource/Italian_language
6344,ITAL,211,Italian for Heritage Speakers II,heritage,http://dbpedia.org/resource/Cultural_heritage
6345,ITAL,211,Italian for Heritage Speakers II,grammar,http://dbpedia.org/resource/Grammar
6346,ITAL,211,Italian for Heritage Speakers II,expression,http://dbpedia.org/resource/Idiom
6347,ITAL,427,Italian Humanism and the Renaissance,Italian,http://dbpedia.org/resource/Italian_language
6348,ITAL,427,Italian Humanism and the Renaissance,Humanism,http://dbpedia.org/resource/Renaissance_humanism
6349,ITAL,427,Italian Humanism and the Renaissance,Renaissance,http://dbpedia.org/resource/Renaissance
6350,ITAL,427,Italian Humanism and the Renaissance,Italy,http://dbpedia.org/resource/Italy
6351,ITAL,427,Italian Humanism and the Renaissance,Leonardo da Vinci,http://dbpedia.org/resource/Leonardo_da_Vinci
6352,ITAL,427,Italian Humanism and the Renaissance,Pico della Mirandola,http://dbpedia.org/resource/Giovanni_Pico_della_Mirandola
6353,ITAL,427,Italian Humanism and the Renaissance,Machiavelli,http://dbpedia.org/resource/Merchant_Prince
6354,ITAL,361,Italy and Its Languages,Italy,http://dbpedia.org/resource/Kingdom_of_Italy
6355,ITAL,361,Italy and Its Languages,Italian language,http://dbpedia.org/resource/Italian_language
6356,ITAL,361,Italy and Its Languages,English,http://dbpedia.org/resource/English_language
6357,ITAL,361,Italy and Its Languages,Italian,http://dbpedia.org/resource/Italian_language
6358,ITAL,463,Language Politics and Ideology,Italian,http://dbpedia.org/resource/Italian_language
6359,ITAL,463,Language Politics and Ideology,Dante,http://dbpedia.org/resource/Dante_Alighieri
6360,ITAL,463,Language Politics and Ideology,canon,http://dbpedia.org/resource/Canon_law
6361,ITAL,463,Language Politics and Ideology,Italy,http://dbpedia.org/resource/Italy
6362,ITAL,422,Petrarch and Boccaccio,Petrarch,http://dbpedia.org/resource/Petrarch
6363,ITAL,422,Petrarch and Boccaccio,Boccaccio,http://dbpedia.org/resource/Giovanni_Boccaccio
6364,ITAL,422,Petrarch and Boccaccio,evolution,http://dbpedia.org/resource/Evolution
6365,ITAL,422,Petrarch and Boccaccio,Italian,http://dbpedia.org/resource/Italian_language
6366,ITAL,422,Petrarch and Boccaccio,novella,http://dbpedia.org/resource/Novella
6367,ITAL,422,Petrarch and Boccaccio,humanism,http://dbpedia.org/resource/Renaissance_humanism
6368,ITAL,422,Petrarch and Boccaccio,Canzoniere,http://dbpedia.org/resource/Il_Canzoniere
6369,ITAL,422,Petrarch and Boccaccio,Decameron,http://dbpedia.org/resource/The_Decameron
6370,ITAL,439,Romanticism in Italy,Romanticism,http://dbpedia.org/resource/Romanticism
6371,ITAL,439,Romanticism in Italy,Italy,http://dbpedia.org/resource/Italy
6372,ITAL,439,Romanticism in Italy,Risorgimento,http://dbpedia.org/resource/Italian_unification
6373,ITAL,439,Romanticism in Italy,Foscolo,http://dbpedia.org/resource/Ugo_Foscolo
6374,ITAL,439,Romanticism in Italy,Manzoni,http://dbpedia.org/resource/Alessandro_Manzoni
6375,ITAL,439,Romanticism in Italy,Leopardi,http://dbpedia.org/resource/Giacomo_Leopardi
6376,ITAL,399,Selected Topics in Italian,Italian,http://dbpedia.org/resource/Italy
6377,ITAL,299,Selected Topics in Italian,Italian,http://dbpedia.org/resource/Italy
6378,ITAL,398,Selected Topics in Italian,Italian,http://dbpedia.org/resource/Italy
6379,ITAL,298,Selected Topics in Italian,Italian,http://dbpedia.org/resource/Italy
6380,ITAL,310,Survey of Italian Literature I,Italian,http://dbpedia.org/resource/Italian_language
6381,ITAL,310,Survey of Italian Literature I,Italian literature,http://dbpedia.org/resource/Italian_literature
6382,ITAL,311,Survey of Italian Literature II,Italian,http://dbpedia.org/resource/Italian_language
6383,ITAL,311,Survey of Italian Literature II,Italian literature,http://dbpedia.org/resource/Italian_literature
6384,ITAL,452,The Contemporary Italian Novel,Italian,http://dbpedia.org/resource/Italian_language
6385,ITAL,452,The Contemporary Italian Novel,fiction,http://dbpedia.org/resource/Fiction
6386,ITAL,434,The Epic Tradition in Italy,Italy,http://dbpedia.org/resource/Italy
6387,ITAL,434,The Epic Tradition in Italy,evolution,http://dbpedia.org/resource/Evolution
6388,ITAL,480,Tutorial I,Italian language,http://dbpedia.org/resource/Italian_language
6389,ITAL,481,Tutorial II,Italian language,http://dbpedia.org/resource/Italian_language
6390,ITAL,482,Tutorial III,Italian language,http://dbpedia.org/resource/Italian_language
6391,ITAL,483,Tutorial IV,Italian language,http://dbpedia.org/resource/Italian_language
6392,JAZZ,352,Jazz Analysis,jazz,http://dbpedia.org/resource/Jazz
6393,JAZZ,352,Jazz Analysis,harmonic,http://dbpedia.org/resource/Harmony
6394,JAZZ,352,Jazz Analysis,voice-leading,http://dbpedia.org/resource/Voice_leading
6395,JAZZ,210,Jazz Aural Perception II,Perception,http://dbpedia.org/resource/Perception
6396,JAZZ,210,Jazz Aural Perception II,jazz,http://dbpedia.org/resource/Jazz
6397,JAZZ,311,Jazz Aural Perception III,Perception,http://dbpedia.org/resource/Perception
6398,JAZZ,311,Jazz Aural Perception III,jazz,http://dbpedia.org/resource/Jazz
6399,JAZZ,311,Jazz Aural Perception III,advanced level,http://dbpedia.org/resource/GCE_Advanced_Level
6400,JAZZ,252,Jazz Harmony I,jazz,http://dbpedia.org/resource/Jazz
6401,JAZZ,252,Jazz Harmony I,harmonic,http://dbpedia.org/resource/Harmony
6402,JAZZ,252,Jazz Harmony I,voice-leading,http://dbpedia.org/resource/Voice_leading
6403,JAZZ,351,Jazz Harmony II,harmonic,http://dbpedia.org/resource/Harmony
6404,JAZZ,351,Jazz Harmony II,voice-leading,http://dbpedia.org/resource/Voice_leading
6405,JAZZ,251,Rhythm and Melody,jazz,http://dbpedia.org/resource/Jazz
6406,JAZZ,471,Independent Study I,jazz,http://dbpedia.org/resource/Jazz
6407,JAZZ,472,Independent Study II,jazz,http://dbpedia.org/resource/Jazz
6408,JAZZ,303,Jazz Arranging I,American,http://dbpedia.org/resource/United_States
6409,JAZZ,303,Jazz Arranging I,jazz,http://dbpedia.org/resource/Jazz
6410,JAZZ,304,Jazz Arranging II,jazz,http://dbpedia.org/resource/Jazz
6411,JAZZ,209,Jazz Aural Perception I,Perception,http://dbpedia.org/resource/Perception
6412,JAZZ,209,Jazz Aural Perception I,jazz,http://dbpedia.org/resource/Jazz
6413,JAZZ,209,Jazz Aural Perception I,American,http://dbpedia.org/resource/United_States
6414,JAZZ,209,Jazz Aural Perception I,bebop,http://dbpedia.org/resource/Bebop
6415,JAZZ,209,Jazz Aural Perception I,bossa nova,http://dbpedia.org/resource/Bossa_nova
6416,JAZZ,209,Jazz Aural Perception I,ragtime,http://dbpedia.org/resource/Ragtime
6417,JAZZ,209,Jazz Aural Perception I,modal jazz,http://dbpedia.org/resource/Modal_jazz
6418,JAZZ,305,Jazz Composition I,jazz,http://dbpedia.org/resource/Jazz
6419,JAZZ,305,Jazz Composition I,American,http://dbpedia.org/resource/United_States
6420,JAZZ,305,Jazz Composition I,bebop,http://dbpedia.org/resource/Bebop
6421,JAZZ,305,Jazz Composition I,bossa nova,http://dbpedia.org/resource/Bossa_nova
6422,JAZZ,305,Jazz Composition I,ragtime,http://dbpedia.org/resource/Ragtime
6423,JAZZ,305,Jazz Composition I,modal jazz,http://dbpedia.org/resource/Modal_jazz
6424,JAZZ,400,Jazz Studies Capstone Seminar and Project,BFA,http://dbpedia.org/resource/Bachelor_of_Fine_Arts
6425,JAZZ,400,Jazz Studies Capstone Seminar and Project,jazz,http://dbpedia.org/resource/Jazz
6426,JAZZ,499,Special Topics in Jazz Studies,jazz,http://dbpedia.org/resource/Jazz
6427,JAZZ,399,Special Topics in Jazz Studies,jazz,http://dbpedia.org/resource/Jazz
6428,JAZZ,498,Special Topics in Jazz Studies,jazz,http://dbpedia.org/resource/Jazz
6429,JAZZ,398,Special Topics in Jazz Studies,jazz,http://dbpedia.org/resource/Jazz
6430,JAZZ,298,Special Topics in Jazz Studies,jazz,http://dbpedia.org/resource/Jazz
6431,JAZZ,200,The Language of Jazz,syntax,http://dbpedia.org/resource/Syntax
6432,JAZZ,200,The Language of Jazz,aesthetics,http://dbpedia.org/resource/Aesthetics
6433,JAZZ,200,The Language of Jazz,sociology,http://dbpedia.org/resource/Sociology
6434,JAZZ,200,The Language of Jazz,jazz,http://dbpedia.org/resource/Jazz
6435,JAZZ,200,The Language of Jazz,spectrum,http://dbpedia.org/resource/Spectrum
6436,JAZZ,200,The Language of Jazz,transcription,http://dbpedia.org/resource/Electrical_transcription
6437,JHIS,352,American Popular Song,American,http://dbpedia.org/resource/United_States
6438,JHIS,352,American Popular Song,Porter,http://dbpedia.org/resource/Cole_Porter
6439,JHIS,352,American Popular Song,Berlin,http://dbpedia.org/resource/Berlin
6440,JHIS,314,Jazz History,evolution,http://dbpedia.org/resource/Evolution
6441,JHIS,314,Jazz History,jazz,http://dbpedia.org/resource/Jazz
6442,JHIS,471,Jazz History Independent Study*,jazz,http://dbpedia.org/resource/Jazz
6443,JHIS,498,Special Topics in Jazz History,jazz,http://dbpedia.org/resource/Jazz
6444,JHIS,398,Special Topics in Jazz History,jazz,http://dbpedia.org/resource/Jazz
6445,JHIS,351,The Ellington Era,Edward Kennedy,http://dbpedia.org/resource/Ted_Kennedy
6446,JHIS,351,The Ellington Era,Duke Ellington,http://dbpedia.org/resource/Duke_Ellington
6447,JOUR,445,Advanced Photojournalism,Photojournalism,http://dbpedia.org/resource/Photojournalism
6448,JOUR,445,Advanced Photojournalism,aesthetics,http://dbpedia.org/resource/Aesthetics
6449,JOUR,445,Advanced Photojournalism,photography,http://dbpedia.org/resource/Photography
6450,JOUR,445,Advanced Photojournalism,digital,http://dbpedia.org/resource/Digital_television
6451,JOUR,436,Citizen Journalism,Citizen Journalism,http://dbpedia.org/resource/Citizen_journalism
6452,JOUR,432,Documentary Video and Radio,radio,http://dbpedia.org/resource/Radio
6453,JOUR,303,Feature Writing,Feature Writing,http://dbpedia.org/resource/Pulitzer_Prize_for_Feature_Writing
6454,JOUR,209,Intermediate Multimedia,digital,http://dbpedia.org/resource/Digital_data
6455,JOUR,209,Intermediate Multimedia,basics,http://dbpedia.org/resource/British_Association_for_Immediate_Care
6456,JOUR,209,Intermediate Multimedia,CMS,http://dbpedia.org/resource/Content_management_system
6457,JOUR,209,Intermediate Multimedia,multimedia,http://dbpedia.org/resource/Multimedia
6458,JOUR,209,Intermediate Multimedia,city,http://dbpedia.org/resource/City
6459,JOUR,209,Intermediate Multimedia,Montreal,http://dbpedia.org/resource/Montreal
6460,JOUR,208,Intermediate Reporting,city,http://dbpedia.org/resource/City
6461,JOUR,208,Intermediate Reporting,Montreal,http://dbpedia.org/resource/Montreal
6462,JOUR,208,Intermediate Reporting,digital,http://dbpedia.org/resource/Digital_television
6463,JOUR,207,Introduction to Multimedia,digital,http://dbpedia.org/resource/Digital_data
6464,JOUR,206,Introduction to Reporting,library,http://dbpedia.org/resource/Library
6465,JOUR,206,Introduction to Reporting,digital,http://dbpedia.org/resource/Digital_television
6466,JOUR,206,Introduction to Reporting,Canadian Press,http://dbpedia.org/resource/The_Canadian_Press
6467,JOUR,463,Literary Journalism,Canada,http://dbpedia.org/resource/Canadian_poetry
6468,JOUR,463,Literary Journalism,U.K.,http://dbpedia.org/resource/United_Kingdom
6469,JOUR,330,Radio Newsroom,radio,http://dbpedia.org/resource/Radio
6470,JOUR,330,Radio Newsroom,reporter,http://dbpedia.org/resource/Journalist
6471,JHIS,353,The Modern Jazz Orchestra,big band,http://dbpedia.org/resource/Big_band
6472,JHIS,353,The Modern Jazz Orchestra,jazz,http://dbpedia.org/resource/Jazz
6473,JHIS,353,The Modern Jazz Orchestra,Duke Ellington,http://dbpedia.org/resource/Duke_Ellington
6474,JHIS,353,The Modern Jazz Orchestra,epic,http://dbpedia.org/resource/Epic_poetry
6475,JHIS,353,The Modern Jazz Orchestra,Black,http://dbpedia.org/resource/Black_people
6476,JOUR,421,Advanced Video Journalism,public affairs,http://dbpedia.org/resource/Public_relations
6477,JOUR,421,Advanced Video Journalism,video journalism,http://dbpedia.org/resource/Video_journalism
6478,JOUR,325,Social Media and Mobile Reporting,social media,http://dbpedia.org/resource/Social_media
6479,JOUR,443,The Digital Magazine,digital,http://dbpedia.org/resource/Digital_television
6480,JOUR,443,The Digital Magazine,multimedia,http://dbpedia.org/resource/Multimedia
6481,JOUR,210,The Media in Quebec,Quebec,http://dbpedia.org/resource/Quebec
6482,JOUR,210,The Media in Quebec,French,http://dbpedia.org/resource/French_language
6483,JOUR,321,Visual Journalism,Visual Journalism,http://dbpedia.org/resource/Visual_journalism
6484,JOUR,321,Visual Journalism,photography,http://dbpedia.org/resource/Photography
6485,JOUR,321,Visual Journalism,digital,http://dbpedia.org/resource/Digital_data
6486,JPER,223,Big Band I,Band I,http://dbpedia.org/resource/Band_I
6487,JPER,423,Big Band III,Band III,http://dbpedia.org/resource/Band_III
6488,JPER,472,Independent Study II,jazz,http://dbpedia.org/resource/Jazz
6489,JPER,330,Jazz Improvisation I,jazz,http://dbpedia.org/resource/Jazz
6490,JPER,330,Jazz Improvisation I,improvisation,http://dbpedia.org/resource/Musical_improvisation
6491,JPER,330,Jazz Improvisation I,spectrum,http://dbpedia.org/resource/Spectrum
6492,JPER,251,Jazz Private Study I,jazz,http://dbpedia.org/resource/Jazz
6493,JPER,252,Jazz Private Study II,jazz,http://dbpedia.org/resource/Jazz
6494,JPER,252,Jazz Private Study II,harmonic,http://dbpedia.org/resource/Harmony
6495,JPER,252,Jazz Private Study II,voice-leading,http://dbpedia.org/resource/Voice_leading
6496,JPER,351,Jazz Private Study III,harmonic,http://dbpedia.org/resource/Harmony
6497,JPER,351,Jazz Private Study III,voice-leading,http://dbpedia.org/resource/Voice_leading
6498,JPER,499,Special Topics in Jazz Performance,jazz,http://dbpedia.org/resource/Jazz
6499,JPER,399,Special Topics in Jazz Performance,jazz,http://dbpedia.org/resource/Jazz
6500,JPER,498,Special Topics in Jazz Performance,jazz,http://dbpedia.org/resource/Jazz
6501,JPER,398,Special Topics in Jazz Performance,jazz,http://dbpedia.org/resource/Jazz
6502,JPER,298,Special Topics in Jazz Performance,jazz,http://dbpedia.org/resource/Jazz
6503,KCEP,349,Assessment Interpretation and Rehabilitation in Neuromuscular Physiology,neuromuscular,http://dbpedia.org/resource/Neuromuscular_junction
6504,KCEP,349,Assessment Interpretation and Rehabilitation in Neuromuscular Physiology,musculoskeletal,http://dbpedia.org/resource/Human_musculoskeletal_system
6505,KCEP,349,Assessment Interpretation and Rehabilitation in Neuromuscular Physiology,musculoskeletal diseases,http://dbpedia.org/resource/Musculoskeletal_disorder
6506,KCEP,383,Kinesiology and Clinical Exercise Physiology Internship I,Kinesiology,http://dbpedia.org/resource/Kinesiology
6507,KCEP,383,Kinesiology and Clinical Exercise Physiology Internship I,Exercise Physiology,http://dbpedia.org/resource/Exercise_physiology
6508,KCEP,483,Kinesiology and Clinical Exercise Physiology Internship II,Kinesiology,http://dbpedia.org/resource/Kinesiology
6509,KCEP,483,Kinesiology and Clinical Exercise Physiology Internship II,Exercise Physiology,http://dbpedia.org/resource/Exercise_physiology
6510,JPER,471,Independent Study I,jazz,http://dbpedia.org/resource/Jazz
6511,JPER,430,Jazz Improvisation II,jazz,http://dbpedia.org/resource/Jazz
6512,JPER,430,Jazz Improvisation II,improvisation,http://dbpedia.org/resource/Musical_improvisation
6513,JPER,430,Jazz Improvisation II,spectrum,http://dbpedia.org/resource/Spectrum
6514,KCEP,311,Pathophysiology in Clinical Exercise Science I,pathophysiology,http://dbpedia.org/resource/Pathophysiology
6515,KCEP,311,Pathophysiology in Clinical Exercise Science I,neuromuscular,http://dbpedia.org/resource/Neuromuscular_junction
6516,KCEP,311,Pathophysiology in Clinical Exercise Science I,orthopaedic,http://dbpedia.org/resource/Orthopedic_surgery
6517,KCEP,411,Pathophysiology in Clinical Exercise Science II,pathophysiology,http://dbpedia.org/resource/Pathophysiology
6518,KCEP,411,Pathophysiology in Clinical Exercise Science II,cardiovascular,http://dbpedia.org/resource/Circulatory_system
6519,KCEP,449,Physical Fitness Assessment Exercise Prescription and Rehabilitation in Special Populations,body composition,http://dbpedia.org/resource/Body_composition
6520,KCEP,210,Principles of Clinical Exercise Physiology,Exercise Physiology,http://dbpedia.org/resource/Exercise_physiology
6521,KCEP,210,Principles of Clinical Exercise Physiology,kinesiology,http://dbpedia.org/resource/Kinesiology
6522,LBCL,496,Liberal Arts College Honours Essay Seminar,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_colleges_in_the_United_States
6523,LBCL,494,Liberal Arts College Special Studies: Antiquity to Renaissance/Reformation,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6524,LBCL,494,Liberal Arts College Special Studies: Antiquity to Renaissance/Reformation,Renaissance,http://dbpedia.org/resource/Renaissance
6525,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Great Books,http://dbpedia.org/resource/Great_books
6526,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Western Culture,http://dbpedia.org/resource/Western_culture
6527,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Renaissance,http://dbpedia.org/resource/Renaissance
6528,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,philosophy,http://dbpedia.org/resource/Ancient_Greek_philosophy
6529,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Homer,http://dbpedia.org/resource/Homer
6530,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Odyssey,http://dbpedia.org/resource/Odyssey
6531,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Virgil,http://dbpedia.org/resource/Virgil
6532,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Aeneid,http://dbpedia.org/resource/Aeneid
6533,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Montaigne,http://dbpedia.org/resource/Michel_de_Montaigne
6534,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,Shakespeare,http://dbpedia.org/resource/William_Shakespeare
6535,LBCL,202,Great Books: Western Culture and Expression from Antiquitythrough the Renaissance,King Lear,http://dbpedia.org/resource/King_Lear
6536,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Great Books,http://dbpedia.org/resource/Great_books
6537,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Western Culture,http://dbpedia.org/resource/Western_culture
6538,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Modernity,http://dbpedia.org/resource/Age_of_Enlightenment
6539,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,philosophy,http://dbpedia.org/resource/Philosophy
6540,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Milton,http://dbpedia.org/resource/John_Milton
6541,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Paradise Lost,http://dbpedia.org/resource/Paradise_Lost
6542,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Rousseau,http://dbpedia.org/resource/Jean-Jacques_Rousseau
6543,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Stendhal,http://dbpedia.org/resource/Stendhal
6544,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Black,http://dbpedia.org/resource/Black_people
6545,LBCL,204,Great Books: Western Culture and Expression from the Reformation through Modernity,Nietzsche,http://dbpedia.org/resource/Friedrich_Nietzsche
6546,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Great Books,http://dbpedia.org/resource/Great_books
6547,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Renaissance,http://dbpedia.org/resource/Renaissance
6548,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,political theory,http://dbpedia.org/resource/Political_philosophy
6549,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Bible,http://dbpedia.org/resource/Bible
6550,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Plato,http://dbpedia.org/resource/Plato
6551,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Thucydides,http://dbpedia.org/resource/Thucydides
6552,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Peloponnesian Wars,http://dbpedia.org/resource/Peloponnesian_War
6553,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Augustine,http://dbpedia.org/resource/Augustine_of_Hippo
6554,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,God,http://dbpedia.org/resource/God
6555,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Machiavelli,http://dbpedia.org/resource/Merchant_Prince
6556,LBCL,201,Great Books: Western History and Thought from Antiquity through the Renaissance,Prince,http://dbpedia.org/resource/Prince
6557,LBCL,203,Great Books: Western History and Thought from the Reformation through Modernity,Great Books,http://dbpedia.org/resource/Great_books
6558,LBCL,203,Great Books: Western History and Thought from the Reformation through Modernity,Modernity,http://dbpedia.org/resource/Age_of_Enlightenment
6559,LBCL,203,Great Books: Western History and Thought from the Reformation through Modernity,political theory,http://dbpedia.org/resource/Political_philosophy
6560,LBCL,203,Great Books: Western History and Thought from the Reformation through Modernity,Descartes,http://dbpedia.org/resource/René_Descartes
6561,LBCL,203,Great Books: Western History and Thought from the Reformation through Modernity,Leviathan,http://dbpedia.org/resource/Leviathan
6562,LBCL,203,Great Books: Western History and Thought from the Reformation through Modernity,Liberty,http://dbpedia.org/resource/Liberty
6563,LBCL,295,History of Art,visual arts,http://dbpedia.org/resource/Visual_arts
6564,LBCL,295,History of Art,antiquity,http://dbpedia.org/resource/Classical_antiquity
6565,LBCL,295,History of Art,expression,http://dbpedia.org/resource/Gene_expression
6566,LBCL,390,History of Music: Ancient to Classical,antiquity,http://dbpedia.org/resource/Classical_antiquity
6567,LBCL,499,Liberal Arts College Advanced Topics,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6568,LBCL,498,Liberal Arts College Advanced Topics,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6569,LBCL,399,Liberal Arts College Selected Topics,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6570,LBCL,299,Liberal Arts College Selected Topics,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6571,LBCL,398,Liberal Arts College Selected Topics,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6572,LBCL,298,Liberal Arts College Selected Topics,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6573,LBCL,495,Liberal Arts College Special Studies: 17th Century to the Present,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6574,LBCL,292,Modes of Expression and Interpretation I,Liberal Arts College,http://dbpedia.org/resource/Liberal_arts_college
6575,LBCL,292,Modes of Expression and Interpretation I,antiquity,http://dbpedia.org/resource/Classical_antiquity
6576,LBCL,292,Modes of Expression and Interpretation I,Homer,http://dbpedia.org/resource/Homer
6577,LBCL,292,Modes of Expression and Interpretation I,Odyssey,http://dbpedia.org/resource/Odyssey
6578,LBCL,292,Modes of Expression and Interpretation I,Plato,http://dbpedia.org/resource/Plato
6579,LBCL,292,Modes of Expression and Interpretation I,Augustine,http://dbpedia.org/resource/Augustine_of_Hippo
6580,LBCL,292,Modes of Expression and Interpretation I,Dante,http://dbpedia.org/resource/Dante_Alighieri
6581,LBCL,292,Modes of Expression and Interpretation I,The Divine Comedy,http://dbpedia.org/resource/Divine_Comedy
6582,LBCL,292,Modes of Expression and Interpretation I,Cervantes,http://dbpedia.org/resource/Miguel_de_Cervantes
6583,LBCL,292,Modes of Expression and Interpretation I,Don Quixote,http://dbpedia.org/resource/Don_Quixote
6584,LBCL,393,Modes of Expression and Interpretation II,Stendhal,http://dbpedia.org/resource/Stendhal
6585,LBCL,393,Modes of Expression and Interpretation II,Black,http://dbpedia.org/resource/Black_people
6586,LBCL,393,Modes of Expression and Interpretation II,Diderot,http://dbpedia.org/resource/Denis_Diderot
6587,LBCL,393,Modes of Expression and Interpretation II,Rameau,http://dbpedia.org/resource/Jean-Philippe_Rameau
6588,LBCL,393,Modes of Expression and Interpretation II,Goethe,http://dbpedia.org/resource/Johann_Wolfgang_von_Goethe
