,Course Name,Course Description,Course Subject,Course Number,Link
2032,Dante and the Middle Ages,"Prerequisite: ITAL 301. This course examines a selection of the works of Dante Alighieri and his contribution to the formation of the Italian language, literature and culture. It offers an introduction to Medieval literature and culture (including its historical, social and political context) by analyzing passages from the Vita Nuova, the Convivio, and the Divina Commedia.",ITAL,415,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2033,Dramatic Representations in Italian Cinema and Culture,"This course offers students the opportunity to understand contemporary Italian society through the works of filmmakers who examine the cultural, political and working environments of present?day Italy. The films are grouped thematically, covering politics, media, social changes, organized crime, terrorism, the workplace and the new challenges facing the younger generation of Italians. The language of instruction is English, and no prior knowledge of the Italian language is required. Advanced level students — i.e. students placed at the 300 level or higher in Italian — must hand in all their work in Italian.",ITAL,351,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2034,Feminist Discourse in Italy,"Prerequisite: ITAL 301 or equivalent. This course studies the question of gender as a concept and traces its presence within the Italian cultural tradition from the Renaissance to the present. Representative works of figures such as Franco, Marinelli, de Fonseca Pimentel, Deledda, Aleramo, and Maraini are studied.",ITAL,450,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2035,History of the Italian Language,"Prerequisite: ITAL 301. This course examines the social, cultural and linguistic changes from the formation of the Italian vernaculars to the present day. This course also studies the most representative texts illustrating different medieval, Renaissance, and modern theories on the Italian language (Dante, Pietro Bembo, Alessandro Manzoni, and Pier Paolo Pasolini, for example).",ITAL,461,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2036,Honours Essay Tutorial,"Prerequisite: Honours status. This course provides the honours candidate with the opportunity to prepare an extensive research essay, on a topic to be chosen by the candidate with the approval of a supervising member of the faculty of the Italian section.",ITAL,490,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2037,Intermediate Italian I,"Prerequisite: ITAL 200 or 202 or 211 or equivalent. This course provides a review of Italian grammar and deals with additional details not covered in the introductory courses. Practice is provided through short readings, discussions, and composition.",ITAL,241,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2038,Intermediate Italian II,"Prerequisite: ITAL 241 or equivalent. This course is a continuation of ITAL 241. It completes the review of the grammar and provides additional details not covered in the introductory courses. Practice is provided through short readings, discussions, and composition",ITAL,242,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2039,Intermediate Italian: Intensive Course,"Prerequisite: ITAL 200 or 202 or 211 or equivalent. This course provides a review of Italian grammar in one term and deals with additional details not covered in the introductory course. Practice is provided through readings, discussions, and composition.",ITAL,240,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2040,Introduction to Academic Writing in Italian,"Prerequisite: ITAL 240 or 242 or equivalent with a grade of C or higher. This course offers a survey of the major rhetorical devices and methodological tools for the critical reading of literary and other texts, and for the production of academic essays in Italian. The course covers basic notions of narratology and rhetoric, as well as discourse analysis and critical thinking. Activities include close reading of texts and practical work in research and documentation, as well as the presentation of well?organized, analytical prose.",ITAL,303,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2041,Introduction to Translation,"Prerequisite: ITAL 240 or 242 or equivalent with a grade of C or higher. This course examines Italian and English grammar in a comparative context to provide a sound basis for translation between the two languages. It also aims to develop lexical and semantic knowledge of the Italian language through analysis of textual materials. Students translate short texts from a variety of fields such as literature, business, journalism, politics, and science. Translation is primarily from English to Italian.",ITAL,306,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2042,Introductory Italian I,This course provides an introduction to the basic elements of Italian for the student with no knowledge of the language.,ITAL,201,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2043,Introductory Italian II,Prerequisite: ITAL 201 or equivalent. The objective is to complete the study of fundamental aspects of Italian grammar.,ITAL,202,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2044,Introductory Italian: Intensive Course,"This course provides a comprehensive introduction to the Italian language, completing the fundamental aspects of grammar in one term.",ITAL,200,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2045,Italian Civilization: Italy from Dante to Today,"Prerequisite: ITAL 240 or 242 with a grade of C or higher. This course aims at familiarizing students with the crucial moments of Italian history and the major issues characterizing Italian culture. The selected topics/artists/authors offer a unique opportunity to analyze and discuss issues related to the historical, political, and socio?cultural evolution of Italy from the Middle Ages to the present day.",ITAL,365,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2046,Italian for Business,"Prerequisite: ITAL 240 or 242 or 254 or equivalent with a grade of C or higher. This course is designed to give intermediate?advanced level students a solid foundation in business vocabulary, correspondence, and basic business practices, as well as the cultural concepts necessary to enable them to express themselves in the Italian?speaking business world.",ITAL,308,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2047,Italian for Heritage Speakers I,"Prerequisite: Permission of the Department. This course provides an introduction to the basic elements of the Italian language and is designed for heritage speakers of Italian and/or students with some previous passive knowledge or exposure to the language, who wish to strengthen their linguistic knowledge of and skills in Italian. Emphasis is placed on grammar, reading and writing, vocabulary development, and exposure to the language and culture of Italian communities. Both oral and written expression are emphasized.",ITAL,210,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2048,Italian for Heritage Speakers II,"Prerequisite: ITAL 210 or permission of the Department. This course is a continuation of ITAL 210 designed for heritage speakers of Italian and/or students with some previous passive knowledge or exposure to the language, who wish to strengthen their linguistic knowledge of and skills in Italian. Emphasis is placed on grammar, reading and writing, vocabulary development, and exposure to the language and culture of Italian communities. Both oral and written expression are emphasized.",ITAL,211,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2049,Italian Humanism and the Renaissance,"Prerequisite: ITAL 301 or equivalent. This course deals with the rise of humanism and analyzes the Renaissance as a historical and cultural concept. References are made to the social, historical, and artistic trends in 15th? and early?16th?century Italy. Emphasis is on representative works of Alberti, Valla, Leonardo da Vinci, Pico della Mirandola and Machiavelli.",ITAL,427,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2050,Italy and Its Languages,"This course provides an overview of the linguistic situation in present?day Italy, with attention to the structure of the Italian language and its dialects; regional, social, and communicative variations; linguistic minorities in Italy, and linguistic legislation in Italy. The language of instruction is English, and no prior knowledge of the Italian language is required. Advanced level students — i.e. students placed at the 300 level or higher in Italian — must hand in all their work in Italian.",ITAL,361,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2051,Language Politics and Ideology,"Prerequisite: ITAL 301. This course examines the ideological and political appropriations of Italian as it developed into a standard and unified language from Dante to the present. It explores what motivated political powers to promote a specific type of language or a specific canon of Italian authors. Through a series of thematically arranged case studies, students are encouraged to reflect on the importance of language to understand social and cultural changes in Italy. Course topics may include language and cultural identity, language and politics, and language and gender.",ITAL,463,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2052,Petrarch and Boccaccio,Prerequisite: ITAL 301 or equivalent. This course examines the origin and evolution of the early Italian novella. Petrarch and Boccaccio are studied as forerunners of humanism; emphasis is placed on Petrarch’s Canzoniere and Boccaccio’s Decameron.,ITAL,422,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2053,Romanticism in Italy,"Prerequisite: ITAL 301 or equivalent. This course examines the concept of Romanticism in Italy and its relation to Risorgimento. Emphasis is on representative works of Foscolo, Manzoni, and Leopardi. References are made to the role of leading political figures of the period.",ITAL,439,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2054,Selected Topics in Italian,No Description,ITAL,399,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2055,Selected Topics in Italian,No Description,ITAL,299,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2056,Selected Topics in Italian,No Description,ITAL,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2057,Selected Topics in Italian,No Description,ITAL,298,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2058,Survey of Italian Literature I,Prerequisite: ITAL 240 or 242 or 254 or equivalent with a grade of C or higher. This course examines the major authors and trends of Italian literature from its origins to the end of the 16th century.,ITAL,310,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2059,Survey of Italian Literature II,Prerequisite: ITAL 240 or 242 or 254 or equivalent with a grade of C or higher. This course examines the major authors and trends of Italian literature from the beginning of the 17th century to the present.,ITAL,311,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2060,The Contemporary Italian Novel,"Prerequisite: ITAL 301. This course offers a survey of the contemporary Italian novel, from the end of the 1980s to the present, while introducing the socio?historical context in which different trends arise and develop. Authors are chosen to provide significant examples of the main trends in Italian fiction writing.",ITAL,452,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2061,The Epic Tradition in Italy,"Prerequisite: ITAL 301 or equivalent. This course explores the nature and evolution of the chivalresque genre in Italy, mainly within the context of the 15th and 16th centuries, and with special emphasis on Ariosto and Tasso.",ITAL,434,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2062,Tutorial I,"Prerequisite: Permission of the Department. This course consists of guided readings in Italian language and/or literature, and is designed to meet the individual needs of advanced students. Assignments include written and oral criticism of the works studied",ITAL,480,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2063,Tutorial II,"Prerequisite: Permission of the Department. This course consists of guided readings in Italian language and/or literature, and is designed to meet the individual needs of advanced students. Assignments include written and oral criticism of the works studied",ITAL,481,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2064,Tutorial III,"Prerequisite: Permission of the Department. This course consists of guided readings in Italian language and/or literature, and is designed to meet the individual needs of advanced students. Assignments include written and oral criticism of the works studied",ITAL,482,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2065,Tutorial IV,"Prerequisite: Permission of the Department. This course consists of guided readings in Italian language and/or literature, and is designed to meet the individual needs of advanced students. Assignments include written and oral criticism of the works studied",ITAL,483,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-060.html#italian
2066,Jazz Analysis,Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music. An introduction to the basic and intermediate principles of jazz harmonic progressions and voice-leading.,JAZZ,352,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2067,Jazz Aural Perception II,Prerequisite: JAZZ 209 or equivalent. A continuation of the development of the jazz musical ear. Classroom and laboratory.,JAZZ,210,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2068,Jazz Aural Perception III,Prerequisite: JAZZ 210 or equivalent. A continuation of jazz aural perception development at an advanced level. Classroom and laboratory,JAZZ,311,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2069,Jazz Harmony I,Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music. An introduction to the basic and intermediate principles of jazz harmonic progressions and voice-leading.,JAZZ,252,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2070,Jazz Harmony II,"Prerequisite: JAZZ 252. A continuation of the study of harmonic progressions and voice-leading with reference to a variety of styles and time periods, studied through analysis and composition.",JAZZ,351,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2071,Rhythm and Melody,Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music. An introduction to the elements of jazz rhythmic and melodic construction.,JAZZ,251,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2072,Independent Study I,"Prerequisite: Second-year standing*, and written permission of the Department of Music. A student-designed course of study, approved by an advisor, that focuses on an area of jazz studies",JAZZ,471,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2073,Independent Study II,"Prerequisite: Second-year standing*, and written permission of the Department of Music. A student-designed course of study, approved by an advisor, that focuses on an area of jazz studies",JAZZ,472,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2074,Jazz Arranging I,"Prerequisite: JAZZ 251, 252. The study of writing arrangements based upon compositions from the American popular song and jazz repertoires for small and medium-size jazz ensembles.",JAZZ,303,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2075,Jazz Arranging II,"Prerequisite: JAZZ 303. Building on JAZZ 303, the study of writing arrangements for large ensembles including original compositions and jazz repertoire.",JAZZ,304,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2076,Jazz Aural Perception I,"Prerequisite: JAZZ 252. A seminar/workshop in jazz composition. After an examination of components of composition from the jazz repertoire, students write original music based on the blues, American popular song forms, and such idioms as those in the style of bebop, bossa nova, ragtime, and modal jazz",JAZZ,209,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2077,Jazz Composition I,"Prerequisite: JAZZ 252. A seminar/workshop in jazz composition. After an examination of components of composition from the jazz repertoire, students write original music based on the blues, American popular song forms, and such idioms as those in the style of bebop, bossa nova, ragtime, and modal jazz",JAZZ,305,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2078,Jazz Composition II,Prerequisite: JAZZ 305. A continuation of JAZZ 305.,JAZZ,405,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2079,Jazz Studies Capstone Seminar and Project,"Prerequisite: 60 credits completed in the BFA Specialization in Jazz Studies. Students design, implement and present advanced individual or collaborative projects in any area of jazz studies.",JAZZ,400,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2080,Special Topics in Jazz Studies,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.",JAZZ,499,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2081,Special Topics in Jazz Studies,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.",JAZZ,399,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2082,Special Topics in Jazz Studies,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.",JAZZ,498,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2083,Special Topics in Jazz Studies,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.",JAZZ,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2084,Special Topics in Jazz Studies,"Prerequisite: JAZZ 200 or exemption, and written permission of the Department of Music. An advanced seminar/workshop in an area of music which provides an opportunity for the study of specialized aspects of jazz outside the scope of existing courses.",JAZZ,298,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2085,Supervised Internship I,"Prerequisite: Enrolment in the Specialization in Jazz Studies; 60 credits completed; written permission of the Department of Music. This course provides students with the opportunity to obtain credit for work completed for a recognized jazz-related organization, or a project under the joint supervision of a qualified professional and a full-time faculty member",JAZZ,481,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2086,Supervised Internship II,"Prerequisite: JAZZ 481; written permission of the Department of Music. This course provides students with the opportunity to obtain credit for work completed for a recognized jazz-related organization, or a project under the joint supervision of a qualified professional and a full-time faculty member.",JAZZ,482,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2087,The Language of Jazz,"Prerequisite: Enrolment in the Specialization in Jazz Studies or written permission of the Department of Music. An introduction to the syntax, style, aesthetics, and sociology of jazz. The complete spectrum of styles and artists serves as the basis of materials for the course. Listening, readings/discussion, aural transcription, performance analysis, repertoire development, instrumental or vocal performance and film study constitute the core work.",JAZZ,200,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazz
2088,American Popular Song,"Prerequisite: JHIS 314 or MHIS 314. A survey of the composers, lyricists, and performers of American popular song from 1900 to 1950 through the study of works by masters of the genre such as Gershwin, Porter, Berlin, and Arlen.",JHIS,352,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2089,Jazz History,A study of the historical developments and the personalities that contributed to the evolution of jazz styles.,JHIS,314,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2090,Jazz History Independent Study*,Prerequisite: Written permission of the Department of Music. Students undertake independent research in jazz history under the supervision of a full-time faculty member.,JHIS,471,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2091,Special Topics in Jazz History,Prerequisite: Written permission of the Department of Music. This course provides an opportunity for the study of special topics in jazz history.,JHIS,498,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2092,Special Topics in Jazz History,Prerequisite: Written permission of the Department of Music. This course provides an opportunity for the study of special topics in jazz history.,JHIS,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2093,The Ellington Era,Prerequisite: JHIS 314 or MHIS 314. The study of the life and music of Edward Kennedy Duke Ellington.,JHIS,351,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2094,The Modern Jazz Orchestra,"Prerequisite: JHIS 314 or MHIS 314. A survey of big band jazz music from 1943 to the present, beginning with Duke Ellington’s epic composition “Black, Brown and Beige.”",JHIS,353,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2095,The Music of Charles Mingus,Prerequisite: JHIS 314 or MHIS 314. The study of the life and music of Charles Mingus.,JHIS,354,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzhist
2096,Advanced Photojournalism,"Prerequisite: JOUR 321. This workshop course expands on the photojournalism fundamentals, where students apply their knowl-edge of theory and aesthetics of long- and short-form news photography. Students use digital cameras and other technologies to complete coursework and to master the professional techniques of news photography.",JOUR,445,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2097,Advanced Special Topics in Journalism,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",JOUR,498,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2098,Advanced Video Journalism,"Prerequisite: JOUR 321. This workshop course focuses on studio and field production of public affairs programming. Students produce long- and short-form video journalism, contributing to the Department’s Digital Magazine and to their professional portfolio. Students learn basic studio production techniques.",JOUR,421,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2099,Alternative Journalism,Prerequisite: 30 credits or permission of the Department. This course considers the alternative news organizations in a variety of media forms. It examines both historical and contemporary examples in the context of an expanding and diversifying media landscape.,JOUR,335,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2100,Citizen Journalism,"Prerequisite: 60 credits or permission of the Department. This course considers the challenges to mainstream journalism and addresses the particularities of citizen journalism, including its sourcing and presentation strategies, and organizational structures. Students learn how to apply basic technologies involved in citizen journalism.",JOUR,436,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2101,Critical Approaches to Journalism,"Prerequisite: 60 credits or permission of the Department. This course introduces students to a scholarly critique of journalism, both as a practice and as an institution. By interrogating specific readings, students are encouraged to consider the journalist as a cultural producer operating within overlapping social, political, and economic contexts.",JOUR,444,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2102,Documentary Video and Radio,"Prerequisite: JOUR 321. This workshop course is for students who wish to explore long-form journalism in sound and pictures, in particular, the television or radio current affairs documentary. Through assignments, class discussions, and exposure to notable examples of the form, students learn the fundamentals of long-form documentary news production.",JOUR,432,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2103,Editing and Page Design,"Prerequisite: JOUR 206, 207, 208 and 209. This workshop course develops students’ copy-editing skills and introduces them to the fundamentals of page layout. While the editing component of the course is designed primarily for students in journalism, the techniques employed are applicable to all media forms.",JOUR,309,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2104,Feature Writing,"Prerequisite: JOUR 206, 207, 208 and 209. This workshop course is designed to help students develop and enhance their writing abilities, preparing for the broadest range of long-form journalism, from brief colour stories and profiles to in-depth and long-form articles. It consolidates interview techniques and introduces a variety of writing approaches, including long-form journalism.",JOUR,303,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2105,Gender Diversity and Journalism,"Prerequisite: 30 credits or permission of the Department. This course focuses on gender and diversity issues in journalism, ranging from the historical context to more contemporary material. It addresses the ways in which gender and diversity affect journalism as both a practice and an institution",JOUR,310,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2106,Independent Study,"Prerequisite: 60 credits and enrolment in a Journalism program. Students who have demonstrated ability may, near the end of their program, undertake an independent study on a topic not otherwise covered by the program, under the direction of one or more faculty members",JOUR,451,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2107,Intermediate Multimedia,"Prerequisite: JOUR 206 and 207. This workshop course expands on technical and editorial fundamentals with increased emphasis on the use of digital news technology in journalistic storytelling. Students also learn the basics of web layout and design, CMS, and writing formats for these news platforms. Students strengthen their skills by producing multimedia stories using the city of Montreal as their focus.",JOUR,209,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2108,Intermediate Reporting,"Prerequisite: JOUR 206 and 207. This workshop course builds on reporting, writing and research fundamentals with increased emphasis on reporting stories in the community. Practical out-of-class assignments focus on the city of Montreal. Students are expected to report on public events, conduct interviews, and write news and feature stories for print and digital outlets.",JOUR,208,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2109,International Journalism,Prerequisite: 60 credits or permission of the Department. This course examines cross-cultural journalism practices as they pertain to both international news coverage and local reporting in a multicultural setting. The course asks students to apply basic theoretical concepts to case studies of the news.,JOUR,442,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2110,Introduction to Multimedia,"Prerequisite: Enrolment in the Journalism program. This workshop course introduces students to the use of technology across all digital news platforms, including audio and visual equipment and software. It focuses on the development of the necessary professional, technical and aesthetic skills to produce editorially sound audio and visual stories. Students are expected to master the use of cameras, recording equipment, and editing software as well as basic digital tools for journalists.",JOUR,207,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2111,Introduction to Reporting,"Prerequisite: Enrolment in the Journalism program. This workshop course lays the foundation for all subsequent reporting and writing courses. Students learn how to do library and online research, structure and conduct interviews, and write news and feature stories for print and digital outlets. Students learn Canadian Press style",JOUR,206,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2112,Journalism Practicum,"Prerequisite: 60 credits and enrolment in a Journalism program. Students who have demonstrated ability, near the end of their program, undertake a practicum at a recognized media outlet, under the supervision of a senior journalist and with permission of the Department’s undergraduate program director.",JOUR,450,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2113,Law and Ethics in Journalism,Prerequisite: JOUR 303 or permission of the Department. This workshop is designed for those students who want to further develop a set of research and writing skills geared specifically to the magazine market. Students produce magazine articles of publishable quality and shape the stories to fit the needs of a particular magazine by studying the overall market in depth.,JOUR,216,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2114,Literary Journalism,"Prerequisite: 60 credits or permission of the Department. This course explores the literary value of selected, seminal journalistic writings by examining the work of journalists, both past and present, as well as other non-fiction writers, including those in Canada, U.S., U.K., and elsewhere. Students will appreciate how literary styles and conventions can enhance journalistic practices.",JOUR,463,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2115,Magazine Writing,"This course provides a survey of the foundational ideas about journalism and its role in society, from the time of an emergent press to the present. It addresses received ideas about journalism’s place in democratic society as well as current critical thought.",JOUR,404,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2116,Principles of Journalistic Thought and Practice,"This course provides a survey of the foundational ideas about journalism and its role in society, from the time of an emergent press to the present. It addresses received ideas about journalism’s place in democratic society as well as current critical thought.",JOUR,205,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2117,Radio Newsroom,"Prerequisite: JOUR 207 and 209. This workshop course replicates the working conditions and journalistic expectations of a radio newsroom. Students assume various journalistic positions, including assignment editor, reporter, and newsreader, working to deadline to produce a live radio newscast.",JOUR,330,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2118,Reporting and Research Methods for Journalism,"Prerequisite: JOUR 206, 207, 208 and 209. This course introduces students to research methods with a particular focus on primary sources, such as official documents, legal and financial records, access-to-information requests, electronic databases, as well as in-depth interviews. These methods are treated as both sources of story ideas and as essential elements of good reporting.",JOUR,302,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2119,Social Media and Mobile Reporting,"Prerequisite: JOUR 206, 207, 208 and 209. This workshop course emphasizes the professional and ethical use of social media and mobile technology to report on current affairs topics. Students are expected to use all forms of social media to report on the community.",JOUR,325,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2120,Special Topics in Journalism,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",JOUR,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2121,Special Topics in Journalism,"Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",JOUR,298,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2122,Specialist Reporting,Prerequisite: JOUR 302 or permission of the Department. This workshop course focuses on a specified topic area and introduces students to the particular “beat” reporting and analytical demands of the topic and the institutions that form the basis of this reporting specialty.,JOUR,402,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2123,The Digital Magazine,"Prerequisite: JOUR 404, 421, 432, or 445. This capstone course requires students to produce the Department’s Digital Magazine. The course replicates the working conditions and journalistic expectations of a digital newsroom. Students are expected to work in editorial teams to create current and updated multimedia content throughout the term",JOUR,443,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2124,The Media in Quebec,This course considers the current reality of the Quebec news media as they have been informed by the history of journalism in Quebec. The course situates the media in Quebec within broader philosophical and sociological currents informing the understanding of journalism as an institution. Some of the reading material for this course is in French.,JOUR,210,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2125,Turning Points in Journalism History,"Prerequisite: 60 credits or permission of the Department. By concentrating on seminal moments reflected in a range of news media forms, this course examines technological, socio-cultural, political, and historical trends that have contributed to journalism’s development as a set of complex practices. Special attention is given to innovative journalists who have advanced the field.",JOUR,437,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2126,Visual Journalism,"Prerequisite: JOUR 206, 207, 208 and 209. This workshop course advances video and photography skills already introduced, including those involved in all forms of digital newsgathering. Students refine reporting, writing, recording and editing skills in a visual production context to produce editorially sound and aesthetically acceptable stories.",JOUR,321,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-180.html#courses
2127,Big Band I,Prerequisite: JAZZ 200 previously or concurrently; permission of the Department of Music upon successful audition. A performance course in which students participate in the Big Band Jazz Ensemble.,JPER,223,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-100.html#jazzperf
