,Course Name,Course Description,Course Subject,Course Number,Link
3537,Media Literacy,"This course focuses on the critical evaluation of media including the examination of audiences, contents, and producers. The possible literacies may include media effects, digital media, news and popular media. Students closely examine the main dimensions of media literacy including access, analysis, creation, reflection, and action.",COMS,319,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3538,Media Policy in Canada,"This course acquaints the student with the historical development of media policy in Canada. It examines the government regulation of media as well as the strategies that have been put in place to foster and guide the development of media and cultural industries. It also considers the present state of broadcasting, telecommunications, and Internet policies in Canada, focusing on current problems and exploring alternative solutions.",COMS,352,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3539,News Media and Power,"The course explores how news is produced within systems of media and power, and examines the technologies and conventions that govern its production and dissemination. The class may explore in greater detail a particular facet of, or problem in, the news media system, its production or dissemination.",COMS,456,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3540,Organizational Communication,"This course considers major approaches to organizational communication in relation to shifting patterns of power, inequality, and technological change. Topics include communication networks, organization culture, bureaucracy, systematically distorted communication, gendered communication, the impact of new communication technologies, and patterns of organizational dominance and resistance. Case studies of particular organizations are examined.",COMS,461,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3541,Perspectives on the Information Society,"This course critically examines the political, social, and ethical dimensions of the information society within Canada and throughout the world. The development of the information society is placed in a socio-historical context. The significance of information and communication technologies is considere",COMS,422,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3542,Political Communication,"The relationships between forms of communication and political structures and processes are examined. Topics include freedom of expression, the role of communication in mediating conflict, the place of deliberation and debate in democracy, political campaigns and advertising, and the relationship between styles of communication and models of governance.",COMS,460,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3543,Production Administration,"This course focuses on the language, skills, and strategies necessary for producing media projects and events. Administration, organization, permits and permissions, fundraising, liability and contracts, team-building, distribution and writing are just a few of the areas that are examined as students learn the skills necessary to be a producer.",COMS,414,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3544,Propaganda,"This course offers a critical understanding of the concept of propaganda and analyzes its historical development and contemporary impact on people’s lives. It also explores its various manifestations in society, politics, and culture and the methods of identifying its different forms.",COMS,361,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3545,Psychology of Communication,"The objectives of the course are to provide the learner with: 1) an overview of psychological processes active in the commun­icative act; 2) the opportunity to explore a single media area in depth, either independently or in a small group. Through a variety of formats, topic areas such as the following are explored: perception and information processing, language development, areas of para-psychology related to communication, influences on attitude/behaviour, verbal/non-verbal codes, and meaning.",COMS,362,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3546,Public Relations: Principles and Problems,"This course considers the principles and responsibilities of public relations, and critically examines specific problems and the role of media choices and practices in effecting solutions.",COMS,371,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3547,Race Ethnicity and Media, This course addresses practical and theoretical issues of race and ethnicity that have become focal points for current debates in public cultural expression and media studies. The following themes are discussed: cultural/racial difference and its implications for media studies; the (mis)representation of multicultural and multiracial minorities in mainstream and alternative media; questions of access to arts and other cultural funding sources; implications of employment equity legislation in light of media budget cuts; and cross-cultural aware­ness programs vs. anti-racist training for media professionals. Theoretical readings which frame issues of cultural and racial representation are an integral part of this course.,COMS,464,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3548,Reception Studies,"This course examines recent theory and research trends in the area of media reception studies and audience agency. Topics may include discursive, institutional, observational, and ethnographic approaches through readings, discussion, and the design and execution of field research projects.",COMS,420,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3549,Rhetoric and Communication,This course focuses upon communication as persuasive or as producing identification. Emphasis is placed upon the role of communication in civic affairs. Classical and contemporary approaches to rhetorical theory and criticism are examined.,COMS,465,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3550,Scriptwriting for Media,"This course is designed to provide knowledge of and practice in the forms and formats of scripts for media. Topics include the anatomy of a script, the relation between audio and visual elements, and the specificity of particular narrative and non-narrative genres. Emphasis is placed upon formal structures, such as story construction and plot development, character and dialogue, tension, conflict, resolution, and harmony.",COMS,307,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3551,Selected Topics in Communication Studies,No Description,COMS,399,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3552,Selected Topics in Communication Studies,No Description,COMS,299,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3553,Selected Topics in Communication Studies,No Description,COMS,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3554,Selected Topics in Communication Studies,No Description,COMS,298,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3555,Selected Topics in Film Studies,"The topic of this course varies but may include such issues as film theories; the political economy of cinema; the analysis of particular periods in film history; the analysis of the films of particular directors and/or producers; film policies, or the relations between film, video, and television. Specific topics for this course are stated in the Undergraduate Class Schedule.",COMS,304,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3556,Selected Topics in National Cinemas, This course focuses on selected national cinemas. The analytic perspective of the course varies but may encompass such issues as cultural contexts; aesthetic conventions; economic and policy constraints; and the history of canons and their renewals. Specific topics for this course are stated in the Undergraduate Class Schedule.,COMS,301,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3557,Selected Topics in Video,This course investigates a variety of video practices from the 1960s to present. These practices range from video as a political tool to video art and installation. Students gain an understanding of the critical and creative uses of video as a tool for communication and change.,COMS,308,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3558,Semiotics,"This course provides a detailed introduction to the semiotics of communication. The course considers the formal characteristics of signs and codes and examines how signs or texts produce meaning. Central to this course is the notion that sign-systems are fundamental to the production of knowledge and ideology. The course proceeds through lectures, an analytical reading of assigned texts, and student discussion and presentations.",COMS,463,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3559,Sexuality and Public Discourse,"This course analyzes and explores the ways sexuality circulates in and as public discourses. Through a variety of conceptual formations and critical conceptualizations of “the public” and “sexuality,” this course analyzes conceptually and critically how sexuality and the notion of the public are mutually constitutive. The seminar is interdisciplinary and draws upon works in feminist studies, queer theory, political philosophy, history, cultural studies, and communication theory.",COMS,411,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3560,Social Media Platforms and Policy,"This course critically examines the cultures, economics and affordances of social media platforms. The development of social media platforms is also discussed in order to understand how global flows of technology and culture converge. This course also examines platform policy and governance.",COMS,427,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3561,Studies in Documentary,"This course offers a survey of documentary genres in various media. Topics include the characteristic styles and forms of documentary, the function of documentary, and its relationship to truth and knowledge. The course consists of lectures, screenings, readings, critique, and discussion.",COMS,309,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3562,Television Studies,"This course examines recent research focusing on television. Topics may include technological and industrial changes, audience activity, new genres, and representational conventions.",COMS,426,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3563,Theories of Public Discourse," This course presents a variety of theoretical frameworks that inform the analysis of public communication. Emphasis is placed on cultural, political, and ideological interpretations. Concepts presented are drawn from a number of traditions including rhetoric, hermeneutics, post-structuralism, psychoanalysis, semiotics, and deconstruction.",COMS,372,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3564,Topics in Media and Cultural History,"This course offers an in-depth examination of specific periods or issues in media and cultural history. Selected topics focus on the development of media forms or cultural practices, as well as their social and political consequences. Historiographic research methods and theories are addressed.",COMS,373,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3565,Visual Communication and Culture,"This course introduces the basic principles of visual forms of communication, and considers the relationship of visual and verbal components within media messages. It also presents various modes of visual communication, considers their place within cultural understandings of representation, and examines the place of the visual within contemporary culture.",COMS,369,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3566,Youth and Media,"This course explores the forms of communication that have developed between media and youth, including children and adolescents. Topical areas include future policies and planning in the light of developmental needs, ethical parameters, and experiments in creative empowerment.",COMS,354,http://www.concordia.ca/academics/undergraduate/calendar/current/sec31/31-070.html#courses
3567,Refflective Learning I,"Students are enrolled in this course concurrently with their first work term. This is a forum for critically examining the workplace, for reflecting on personal work?term experiences, for building and testing hypotheses, for disciplined inquiry, and for setting goals. Activities provide opportunities for students to connect their work?term experiences to their related courses.",CWT,101,http://www.concordia.ca/academics/undergraduate/calendar/current/sec24.html#cwt-courses
3568,Refflective Learning II,"Students are enrolled in this course concurrently with their second work term. Using one or more of the techniques listed in CWT 101, this course expands on students’ second work?term experiences in their related field of study to further develop their knowledge and work?related skills.",CWT,201,http://www.concordia.ca/academics/undergraduate/calendar/current/sec24.html#cwt-courses
3569,Refflective Learning III,"Students are enrolled in this course concurrently with their third work term. Using one or more of the techniques listed in CWT 101, this course expands on students’ third work?term experiences in their related field of study to further develop their knowledge and work?related skills.",CWT,301,http://www.concordia.ca/academics/undergraduate/calendar/current/sec24.html#cwt-courses
3570,Reflective Learning IV,"This course provides students with a forum for exploration, experimentation, and for study of process and principles of technical production in the performing arts. Students learn the basic techniques of creation?based production as well as the practical skills used in the successful application of technical theory. Topics may include costume, make?up, audio?visual support and documentation as well?as the use of current technologies within the context of the creative and choreographic process of contemporary dance.",CWT,401,http://www.concordia.ca/academics/undergraduate/calendar/current/sec24.html#cwt-courses
3571,Aspects of Production for Dance,"Enrolment in the Major in Contemporary Dance, or written permission of the Department. This course provides students with a forum for exploration, experimentation, and for study of process and principles of technical production in the performing arts. Students learn the basic techniques of creation?based production as well as the practical skills used in the successful application of technical theory. Topics may include costume, make?up, audio?visual support and documentation as well?as the use of current technologies within the context of the creative and choreographic process of contemporary dance.",DANC,250,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3572,Creative Process II,"A continuation of DANC?200. Students further develop the practical and theoretical aspects of the creative process in?dance and the elaboration of an individualized kinetic language. Methods of research and their application to concepts, themes, collaborations, projects, and the use of technology are evolved in studio and laboratories. In addition to the regular studio hours, students must attend two hours of laboratory each week",DANC,301,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3573,Creative Process III,"This course enables students to advance their creative process and practice as movement artists through kinetic exploration, improvisation, performance coaching, extended studio projects, and lab reports. Discussion of current artistic issues and cultural manifestations help students situate their own research within a diversity of contexts. Building on initial research carried out in DANC?301 (300), further exploration is conducted into the use of technology within the creative process. In addition to the regular studio hours, students must attend two hours of laboratory each week.",DANC,401,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3574,Dance Traditions,"A survey of the history of dance, including relations between modernism, post?modernism, and beyond. Support material may include slides and videos, and bibliographies of specific topics. The course is also designed to provide opportunities for personal and critical reflection and stimulation for contemplating ideas related to dance.",DANC,211,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3575,Independent Study I, Students who have completed advanced choreography courses or the equivalent have the opportunity of carrying out a project of independent study. Subject matter must deal with specific aspects of?contemporary dance. Tutorials with the project advisor are mandatory.,DANC,441,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3576,Independent Study II,Written permission of the Department of Contemporary Dance. A student repeating DANC 441 registers for credit under DANC 442.,DANC,442,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3577,Practical Anatomy for the Moving Body,An introduction to human anatomy in relation to movement and dance. The study of skeletal structure and the function of muscles and joints for proper alignment.,DANC,350,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3578,Principles of Anatomy and Body Movement,A workshop of movement fundamentals based on the practical understanding of anatomy and dance technique. Studio: six hours per week.,DANC,330,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3579,Principles of Contemporary Dance,"A survey of technical skills, improvisation, and dance composition. Studio: four hours per week. Laboratory: two hours per week.",DANC,240,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3580,Sound and Silence for the Dancer," The basics of music theory through guided analytical text using singing, single line score reading and moving, including the study of rhythm, melody, harmony, tempi, dynamics, tone colour, and musical forms with emphasis on the fundamental understanding of rhythm, melody, and harmony physically and mentally.",DANC,260,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3581,Special Topics in Dance,"Topics vary from year to year, taking into account the special aptitudes of instructors and students. Studio: six hours.",DANC,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3582,Summer Workshop in Dance I,"Written permission of the Department of Contemporary Dance. Sequences of studio sessions which may include body movement, improvisation, performance technique, and choreography. Studio: four hours per week. Laboratory: two hours per week.",DANC,261,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3583,Summer Workshop in Dance II, Written permission of the Department of Contemporary Dance. A continuation of?DANC 261. Studio: four hours per week. Laboratory: two hours per week.,DANC,262,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3584,Technique I,"Enrolment in the Major in Contemporary Dance, or written permission of the Department. Emphasis is placed on the proper alignment and placement of the body in stillness and in motion. Integration and execution of movement fundamentals and sequences are taught as a preparation for dance.",DANC,205,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3585,Technique II,"Prerequisite: Enrolment in the Major in Contemporary Dance, or written permission of the Department. Emphasis is placed on the technical development of suppleness, strength, coordination, rhythm, and kinetic fundamentals. Loco?motor patterns, spatial relations, and phrasing are formulated into movement sequences to prepare the students for dance.",DANC,305,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3586,Technique III,"Prerequisite: Enrolment in the Major in Contemporary Dance, or written permission of the Department. Emphasis is placed on refining and consolidating the student’s practical understanding of kinetics in relation to placement, locomotion, movement patterns, dynamics, and phrasing. Students refine their perceptual and memory skills, and learn to integrate more complex movement notions to support interpretation in dance.",DANC,405,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3587,Topics in Dance,Prerequisite: Written permission of the Department of Contemporary Dance. Advanced choreography where movement shares equal emphasis with all other arts developed into multimedia theatre. Studio: four hours per week. Practice laboratory: two hours per week. Rehearsal: four hours per week.,DANC,499,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-70.html#courses
3588,3D Digital Concepts,This computer lab course introduces students to computer-assisted 3D design concepts. Practical exercises advance technical skills and are combined with thematic proposals for virtual object representation. Scaled object production is encouraged in the final stages of the studio.,DART,380,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3589,Bio-Inspiration in the Design of Objects,This studio course advances the study of materials and construction methods. Assignments emphasize research and research methods specifically within the study of bionics. Students explore nature as inspiration to facilitate innovative and effective life cycles of designed objects.,DART,292,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3590,Design and Community Engagement,"This studio course is based on mobility or nomadic considerations in new media productions. Transportable and flexible equipment configurations are devel­oped to support on-site performance events, projection, and multimedia installations.",DART,453,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3591,Design History and Sustainability,"In this course, students build on developing proficiency in programming by engaging in larger-scale project work and learning to use more sophisticated data structures, algorithms, and code reuse. Emphasis is placed on developing ambitious and experimental applications that engage deeply with the underlying ideas of computation as a medium.",DART,263,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3592,Design Process and the Materiality of Objects,"This studio course concentrates on the design process and provides students with communication strategies including sketching in perspective and technical drawing. Assigned projects address creativity, sustainable materials, and construction techniques.",DART,291,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3593,Digital Interaction,"This course introduces advanced topics in networked media, exploring the potential of connected technologies in multiple contexts, from their role in present-day life to potential future scenarios. Special attention is given to the design rhetorics and values commonly embedded in the web and internet-enabled devices and how students can work to subvert or repurpose these conventional approaches to design.",DART,451,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3594,Digital Media and Moving Images," In this studio course, students generate concepts, thematic proposals, storyboards, and narratives for audiovisual presentations and creative works with a focus on online or web applications. Students develop projects for motion graphics, kinetic typography, as well as audio components.",DART,381,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3595,Discursive Design Research I," This core theoretical course combines lectures and discussions, emphasizing the contextual and societal implications of the design process from conception to production. Multidisciplinary approaches to design research and methodology allow students to advance the discourse of their own emerging design ethic and aesthetic.",DART,491,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3596,Discursive Design Research II,"This core course explores the interstices between visual culture, material culture, and related theoretical discourses as disciplines which profoundly influence the design process. Particular attention is devoted to multidisciplinary engagement as applied to individual design scenarios. This course is a continuation of DART 491.",DART,492,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3597,Environmental Research and Practice,"This studio course develops students’ expertise in design research and support applications for the built environment, through specific sustainable projects and community initiatives. Students work in collaboration with different stakeholders in the research, conceptualization, construction, and analysis stages of project design.",DART,392,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3598,Exploring Design Studies," This theory course introduces students to innovative and creative ways of thinking about design, and offers means of organizing their ideas effectively and convincingly. Referring to both historic and current examples of design theory and practice, coursework and assignments explore existing frameworks or models for design studies, enabling students to investigate critical aspects of visual communication and the built environment.",DART,262,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3599,Immersive Media," Students in this interdisciplinary lab course consider the expanded use of technologies for digital media in the context of 3D objects and environments. Through collaborative projects, students explore immersive installations integrating sound, video, interactivity, and performative events.",DART,452,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3600,Independent Study I,This course provides an opportunity for a limited number of students to pursue advanced studies in a design research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.,DART,461,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3601,Independent Study II,This course provides an opportunity for a limited number of students to pursue advanced studies in a design research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.,DART,462,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3602,Independent Study III,This course provides an opportunity for a limited number of students to pursue advanced studies in a design research and creation project under the supervision of a full-time faculty member. A clearly defined written agreement between the student and the faculty supervisor is required before the independent study is approved.,DART,463,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3603,Information Design,Students work in the industry for a period of nine to thirteen weeks to allow them to gain experience in design firms and multimedia companies. Internships approved for credit must be academically appropriate to the program.,DART,455,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3604,Inter.Net.Works,Students work in the industry for a period of nine to thirteen weeks to allow them to gain experience in design firms and multimedia companies. Internships approved for credit must be academically appropriate to the program.,DART,456,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3605,Interpretive Public Spaces,"This studio course develops strategies for interactions in the public sphere. The application of scenography, planning of space and the integration of content orients the student towards the design of museum installations, mobile exhibitions, and performative events.",DART,335,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3606,Introduction to Design Studies,"Prerequisite: Enrolment in the Major in Design or written permission of the Department. This lecture course examines key themes in the history and theory of visual communication and the built environment from industrialization to the present day. Emphasis is given to current as well as future implications of design practice. Research methods in the discipline are introduced to facilitate development of students’ analytical and critical abilities, both oral and written.",DART,261,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3607,Introduction to Web Design,"Prerequisite: DART 221; DART 291, 292 previously or concurrently; or written permission of the Department. This studio course focuses on typographic design and explores the functional and expressive aspects of typography. Process-based assignments emphasize the principles of typography, information hierarchy, multiple-page content, and text-image relationships.",DART,349,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3608,Nature-Inspired Environments,"In this studio course, students examine natural systems to uncover design potential for the built environment. Students develop innovative approaches that advance sustainable design thinking through the study of intrinsic environmental geometries, behaviours, narratives, and life-cycle flows.",DART,448,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3609,Portfolio Design,"Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this studio course, students represent their design practice in a series of portfolio materials. Visual and written documentation are developed for print, digital media, and exhibition.",DART,444,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3610,Post-Graduation Strategies in Design,"Prerequisite: DART 491 previously or concurrently; 48 credits in the Major in Design or written permission of the Department. In this seminar course, students have the opportunity to explore subject matter related to both professional practice and graduate studies. Topics related to the former include eco-focused business or sustainable business models, eco-conscious design practice, time-planning strategies, intellectual property (copyrights, patents), funding models and business start-ups. Topics related to potential graduate studies include grant writing, selection of graduate programs, and research project proposals",DART,493,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3611,Print Concepts and Processes,"Prerequisite: DART 221, 261, 262 or 263, 280; 24 credits in the Design Major; or written permission of the Department. This studio course focuses on the conceptualization, process, and production of printed projects. Assignments relate content and narrative to the material nature of printed matter, printing techniques, and the responsible use of resources.",DART,332,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3612,Print: Meaning and Process,"Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. This computer lab course focuses on graphic design in publishing systems. The implications of mass production, the responsible use of resources, and alternative print and packaging processes are key factors in the ecology of image production.",DART,443,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3613,Professional Internship I,"Prerequisite: 48 credits in the Major in Design and written permission of the Department. This course provides an opportunity for a limited number of students to further develop their design skill sets as an intern in a design firm or cultural organization such as a museum or graphic and industrial design association. A clearly defined written agreement between the student intern, the employer, and the full-time faculty supervisor is required before the internship is approved.",DART,471,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3614,Professional Internship II,"Prerequisite: 48 credits in the Major in Design and written permission of the Department. This course provides an opportunity for a limited number of students to further develop their design skill sets as an intern in a design firm or cultural organization such as a museum or graphic and industrial design association. A clearly defined written agreement between the student intern, the employer, and the full-time faculty supervisor is required before the internship is approved.",DART,472,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3615,Scenarios for Typography,"Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. This studio course engages students to explore the diversity of typographic expression within a visual and literary context. Assignments are designed to address the significance and complexity of words for persuasive messaging, multilingual information exchange, and typographic play in visual communication.",DART,442,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3616,Second Skin and Soft Wear,"Prerequisite: DART 380 or 381; DART 391, 392 previously or concurrently; or written permission of the Department. This studio course contextualizes the making of and the concepts relating to soft surfaces, objects, furniture, and sculptural forms. Students are also encouraged to explore the sensory interfaces between surface and structure in design by investigating alternative material use and new technologies for innovative textile design, electronics, and body wear.",DART,339,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3617,Socio-Cultural Research and Practice,"Prerequisite: DART 221, 261, 262 or 263 , 280, 291, 292; 24 credits in the Major in Design; or written permission of the Department. This studio course emphasizes the significance of research and context in the development of socio-cultural sustainability and collaborative design practice. Students experiment with word-image relationships exploring diverse mediums including small-scale publishing, soft surface design, dimensional packaging, and body wear.",DART,391,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3618,Special Topics in Design,"Prerequisite: Enrolment in a Computation Arts program or written permission of the Department. An advanced course which provides an opportunity for the study of specialized aspects and applications in digital fine arts. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",DART,498,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3619,Special Topics in Design,"Prerequisite: 24 credits in the Major in Design or written permission of the Department. This course provides an opportunity for the study of special issues in design art. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",DART,398,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3620,Special Topics in Design Art,"Prerequisite: 24 credits in the Major in Design or written permission of the Department. This course provides an opportunity for the study of special issues in design art. Specific topics for this course, and prerequisites relevant in each case, are stated in the Undergraduate Class Schedule.",DART,298,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3621,Studies in the Built Environment,"Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this theory course, students explore physical space as a complex dynamic in which nature, architecture, things, and people continuously interact and influence each other. Students develop skills to explore such concepts as spatiality and materiality, to enhance their understanding of, and contributions to, the built environment",DART,446,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3622,The Culture of Images,"Prerequisite: DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this theory course students analyze the impact of images through the study of popular culture and the persuasiveness of advertising in image-saturated and information-dense societies. Projects address strategies for effective visual communication as catalysts towards transformative socio-cultural environments.",DART,441,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3623,The Future Life of Objects,"Prerequisite: DART 380; DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. This studio course encourages students to analyze the integration and impact of digital technologies in the production of three-dimensional objects and space design. Students examine current technologies and production and explore concepts for objects, enhancing the long-term value and use of objects within the built environment.",DART,447,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3624,The Language of the Web,"Prerequisite: DART 349; 48 credits in the Major in Design or written permission of the Department. In this studio course, students develop online applications and innovative methods for organizing and disseminating information. Issues of interactivity, navigation, and open-source media are emphasized.",DART,449,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3625,The Narrative Object,"Prerequisite: DART 380 or 381; DART 491, 492 previously or concurrently; 48 credits in the Major in Design; or written permission of the Department. In this studio course, the mythic potential of objects as personal and cultural markers is considered in the context of everyday life. Students construct meaning through objects, responding to the potential for expression inherent in materials, structure, and form. The rigour of observation, analysis, and interpretation of object stimulates opportunities for multiple readings.",DART,445,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3626,Un.bound in Perfect Print,"Prerequisite: 48 credits in the Major in Design or written permission of the Department. This studio course focuses on producing a series of self-directed conceptual or thematic book works. Projects are informed by studies of the history, craft and cultural significance of limited edition publications, unbound/bound bookworks, livres-objets and zines.",DART,440,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3627,Visual Communication in Context,"Prerequisite: 48 credits in the Major in Design or written permission of the Department. This studio course focuses on producing a series of self-directed conceptual or thematic book works. Projects are informed by studies of the history, craft and cultural significance of limited edition publications, unbound/bound bookworks, livres-objets and zines.",DART,221,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
3628,Web Intervention,"Prerequisite: DART 349; 48 credits in the Major in Design or written permission of the Department. In this studio course, students create socially engaged online interventions. Projects are informed by open-source culture, social media, and the effects of technological democratization.",DART,450,http://www.concordia.ca/academics/undergraduate/calendar/current/sec81/81-90.html#designart
